ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
500233,Kajaria Ceramics Ltd,1985,"₹18,818 Cr",Mid Cap,Homebuilding & Construction Supplies,"₹1,179",-2.82%,₹745,"₹1,578",58.30%,-25.28%,"₹1,172","₹1,089","₹1,032",-4.91%,-3.92%,7.01%,47.19%,13.46%,-18.38%,4.21%,177.82%,1826445,383842,38673,80848,56710,2159.12%,374.77%,-52.17%,3120.65%,576.85%,-31.81%,42.56%,34.7,"₹1,214",60,20,15,31.13%
526043,Polymechplast Machines Ltd,1987,₹35 Cr,Nano Cap,"Machinery, Equipment & Components",₹63,3.08%,₹49,₹89,28.92%,-29.22%,₹64,₹62,₹65,4.25%,4.75%,6.45%,-0.48%,-19.90%,5.42%,-8.25%,249.17%,2293,1201,6478,3131,4026,-26.76%,-61.63%,106.92%,-43.04%,-70.16%,60.92%,-22.23%,0.7,₹61,50,1,2,-16.67%
509709,International Conveyors Ltd,1973,₹594 Cr,Small Cap,"Machinery, Equipment & Components",₹94,-0.01%,₹62,₹111,51.13%,-15.07%,₹95,₹89,₹81,-0.98%,-3.23%,5.05%,30.28%,25.53%,6.76%,71.03%,302.46%,12335,18895,40033,32727,23745,-62.31%,-42.26%,22.32%,-48.05%,-20.42%,68.60%,37.83%,0.4,₹94,6,14,15,-3.53%
TITAGARH,Titagarh Rail Systems Ltd,1997,"₹12,181 Cr",Mid Cap,"Machinery, Equipment & Components",₹904,-1.94%,₹655,"₹1,708",38.11%,-47.06%,₹939,₹921,₹953,-2.30%,-4.38%,-2.11%,16.51%,-6.57%,-43.24%,,,758878,799333,1605012,3015909,2541187,-74.84%,-73.50%,-46.78%,-70.14%,-68.54%,-36.84%,18.68%,0.3,₹922,,,100,-100.00%
540795,Dynamic Cables Ltd,2007,"₹2,095 Cr",Small Cap,"Machinery, Equipment & Components",₹433,-2.77%,₹230,₹546,87.78%,-20.80%,₹470,₹451,₹396,-4.59%,-6.21%,-7.98%,59.48%,2.11%,49.59%,521.80%,3212.64%,46553,71819,41401,30187,20792,54.22%,137.92%,37.15%,123.90%,245.42%,99.12%,45.19%,1.6,₹445,32,14,15,-9.00%
543410,DMR Hydroengineering & Infrastructrs Ltd,2009,₹62 Cr,Nano Cap,Construction & Engineering,₹156,-2.95%,₹109,₹208,43.35%,-25.01%,₹159,₹144,₹143,-7.30%,-8.30%,,12.45%,3.51%,-5.28%,,,1500,9150,13673,6827,4813,-78.03%,34.03%,100.28%,-68.83%,90.13%,184.12%,41.86%,0.2,₹161,33,5,4,36.29%
ATALREAL,Atal Realtech Ltd,2012,₹224 Cr,Micro Cap,Construction & Engineering,₹20,-1.69%,₹7,₹21,194.21%,-5.71%,₹20,₹18,₹15,1.43%,0.25%,1.80%,27.99%,41.43%,179.66%,84.01%,,830463,323349,533935,1577285,1365163,-47.35%,-79.50%,-66.15%,-39.17%,-76.31%,-60.89%,15.54%,0.5,₹20,40,1,,
512463,Lloyds Enterprises Ltd,1986,"₹10,350 Cr",Mid Cap,Metals & Mining,₹81,-0.86%,₹35,₹96,132.60%,-15.54%,₹87,₹74,₹55,-0.49%,1.46%,3.97%,55.34%,37.22%,127.85%,926.48%,3970.00%,142000,364932,675095,477337,505831,-70.25%,-23.55%,41.43%,-71.93%,-27.85%,33.46%,-5.63%,0.3,₹82,97,0,,
500147,John Cockerill India Ltd,1986,"₹2,246 Cr",Small Cap,"Machinery, Equipment & Components","₹4,399",-3.30%,"₹2,383","₹6,325",84.60%,-30.45%,"₹4,117","₹3,653","₹3,723",-5.48%,-9.04%,24.88%,51.15%,15.95%,-23.77%,256.81%,680.10%,4233,8311,18973,8819,6333,-52.00%,-5.77%,115.14%,-33.15%,31.24%,199.62%,39.27%,0.5,"₹4,549",25,20,25,-20.00%
500480,Cummins India Ltd,1962,"₹98,567 Cr",Large Cap,Automobiles & Auto Parts,"₹3,556",-1.57%,"₹2,595","₹3,927",37.06%,-9.43%,"₹3,484","₹3,323","₹3,155",-0.81%,-0.89%,7.74%,22.29%,27.42%,-1.43%,202.28%,806.81%,3417,7808,8858,10272,10366,-66.73%,-23.99%,-13.76%,-67.04%,-24.68%,-14.55%,-0.91%,0.3,"₹3,613",49,72,65,11.00%
503960,Bharat Bijlee Ltd,1946,"₹3,476 Cr",Small Cap,"Machinery, Equipment & Components","₹3,078",1.22%,"₹2,373","₹5,458",29.73%,-43.61%,"₹3,155","₹3,051","₹3,289",-5.89%,-6.48%,-2.41%,2.98%,-0.43%,-35.25%,252.93%,715.62%,4838,4767,6619,5260,5554,-8.02%,-9.37%,25.83%,-12.89%,-14.16%,19.18%,-5.29%,0.9,"₹3,041",26,118,100,18.24%
541302,Dhruv Consultancy Services Ltd,2003,₹135 Cr,Micro Cap,Construction & Engineering,₹66,0.00%,₹59,₹167,11.24%,-60.85%,₹68,₹69,₹95,,-1.33%,-0.27%,-1.75%,-53.89%,-48.77%,33.17%,283.16%,0,3595,2775,3710,6210,-100.00%,-3.10%,-25.20%,-100.00%,-42.11%,-55.31%,-40.25%,0.0,₹66,16,4,4,18.29%
500429,Uniphos Enterprises Ltd,1969,"₹1,104 Cr",Small Cap,Chemicals,₹160,-1.72%,₹123,₹196,30.06%,-18.32%,₹155,₹156,₹155,-2.38%,4.40%,3.76%,1.52%,5.16%,-2.82%,22.49%,175.80%,4318,7249,5490,3526,3678,22.46%,105.60%,55.71%,17.40%,97.10%,49.27%,-4.13%,1.2,₹163,28,6,6,-6.33%
533655,Triveni Turbine Ltd,1995,"₹19,855 Cr",Mid Cap,"Machinery, Equipment & Components",₹625,-0.72%,₹455,₹885,37.21%,-29.44%,₹641,₹614,₹629,-5.13%,-4.08%,3.62%,20.73%,-2.49%,2.87%,259.36%,906.43%,54228,52573,66528,87895,107892,-38.30%,-40.19%,-24.31%,-49.74%,-51.27%,-38.34%,-18.53%,0.6,₹629,55,11,9,25.33%
505720,Hercules Hoists Ltd.,1962,₹606 Cr,Small Cap,"Machinery, Equipment & Components",₹190,0.53%,₹126,₹310,50.79%,-38.71%,₹199,₹188,₹191,-1.45%,-5.00%,1.64%,20.91%,-5.43%,-69.19%,44.48%,138.10%,1103,2557,3466,7346,7725,-84.98%,-65.18%,-52.82%,-85.72%,-66.90%,-55.14%,-4.92%,0.1,₹189,109,2,2,16.00%
522650,Bemco Hydraulics Ltd,1957,₹719 Cr,Small Cap,"Machinery, Equipment & Components","₹3,289",-2.00%,"₹1,170","₹3,499",181.08%,-6.01%,"₹3,041","₹2,654","₹1,806",-3.96%,-2.22%,34.21%,70.98%,121.22%,124.55%,753.18%,5326.73%,330,1492,1396,835,623,-60.48%,78.63%,67.18%,-46.99%,139.61%,124.24%,34.14%,0.4,"₹3,356",57,57,65,-11.80%
524129,Vinyl Chemicals (India) Ltd,1986,₹568 Cr,Small Cap,Chemicals,₹307,-0.90%,₹217,₹444,41.87%,-30.82%,₹316,₹315,₹310,0.13%,-1.79%,-0.41%,8.86%,0.02%,-22.57%,-10.33%,259.66%,3515,1066,1234,2405,3150,46.13%,-55.68%,-48.70%,11.60%,-66.16%,-60.82%,-23.63%,1.5,₹310,25,12,15,-18.80%
COCHINSHIP,Cochin Shipyard Ltd,1972,"₹48,817 Cr",Large Cap,"Machinery, Equipment & Components","₹1,856",-0.81%,"₹1,180","₹2,716",57.23%,-31.67%,"₹1,969","₹2,036","₹1,607",0.84%,-2.98%,-13.63%,22.71%,26.37%,-24.62%,1029.55%,1016.41%,715445,1023421,1492710,5694746,3498016,-87.44%,-82.03%,-73.79%,-79.55%,-70.74%,-57.33%,62.80%,0.1,"₹1,871",59,31,25,25.80%
538715,Dhabriya Polywood Ltd,1992,₹421 Cr,Micro Cap,Homebuilding & Construction Supplies,₹389,1.12%,₹280,₹520,38.90%,-25.19%,₹384,₹379,₹373,0.88%,0.65%,0.12%,22.47%,-8.93%,-4.14%,228.11%,1234.48%,2894,3665,7392,7737,8465,-62.60%,-52.64%,-4.46%,-65.81%,-56.70%,-12.67%,-8.59%,0.4,₹385,23,17,15,11.00%
MARINE,Marine Electricals (India) Ltd,2007,"₹2,547 Cr",Small Cap,"Machinery, Equipment & Components",₹192,-1.95%,₹139,₹333,38.23%,-42.34%,₹202,₹211,₹213,-2.74%,-0.64%,-12.81%,-1.36%,-9.07%,-23.53%,604.80%,,105427,185671,179998,532182,408918,-80.19%,-65.11%,-66.18%,-74.22%,-54.59%,-55.98%,30.14%,0.2,₹196,68,3,2,87.33%
541276,Hardwyn India Ltd,2017,₹726 Cr,Small Cap,Metals & Mining,₹15,4.21%,₹11,₹34,36.99%,-56.23%,₹14,₹14,₹17,5.10%,6.83%,1.12%,15.28%,-12.40%,-30.58%,0.77%,2618.87%,19015,30897,28259,73728,72842,-74.21%,-58.09%,-61.67%,-73.90%,-57.58%,-61.20%,1.22%,0.3,₹14,,,100,-100.00%
BEARDSELL,Beardsell Ltd,1936,₹132 Cr,Micro Cap,"Machinery, Equipment & Components",₹34,7.09%,₹23,₹54,45.78%,-37.91%,₹30,₹31,₹34,5.61%,11.17%,13.34%,22.00%,-11.71%,-6.71%,96.47%,382.13%,582281,229868,165205,106619,81240,446.13%,115.60%,54.95%,616.74%,182.95%,103.35%,31.24%,5.5,₹31,13,2,2,66.00%
FINCABLES,Finolex Cables Ltd,1967,"₹14,061 Cr",Mid Cap,"Machinery, Equipment & Components",₹921,-0.17%,₹780,"₹1,611",18.06%,-42.84%,₹954,₹958,"₹1,010",-0.05%,-2.91%,-1.83%,5.49%,-7.47%,-39.87%,129.58%,245.58%,203424,223486,205080,379825,666576,-46.44%,-41.16%,-46.01%,-69.48%,-66.47%,-69.23%,-43.02%,0.5,₹922,20,46,45,1.82%
VOLTAS,Voltas Ltd,1954,"₹44,454 Cr",Large Cap,"Machinery, Equipment & Components","₹1,344",-1.76%,"₹1,135","₹1,945",18.37%,-30.92%,"₹1,362","₹1,310","₹1,459",-1.02%,-3.39%,2.02%,7.31%,-8.18%,-8.08%,36.84%,126.79%,890104,891214,1396606,1539293,1911198,-42.17%,-42.10%,-9.27%,-53.43%,-53.37%,-26.93%,-19.46%,0.6,"₹1,368",53,25,25,1.72%
505212,Jainex Aamcol Ltd,1947,₹29 Cr,Nano Cap,"Machinery, Equipment & Components",₹192,4.39%,₹140,₹286,36.79%,-33.04%,₹192,₹178,₹194,3.99%,-0.21%,12.63%,17.04%,-14.52%,22.84%,102.05%,,353,278,860,422,739,-16.31%,-33.99%,103.81%,-52.21%,-62.31%,16.37%,-42.90%,0.8,₹183,83,2,2,53.33%
539479,GTV Engineering Ltd,1990,₹442 Cr,Micro Cap,Homebuilding & Construction Supplies,"₹1,414",-2.00%,₹395,"₹1,443",258.09%,-2.00%,"₹1,182","₹1,070",₹749,2.90%,17.34%,39.35%,93.87%,98.99%,219.22%,713.14%,8604.31%,11805,29829,10276,14430,9644,-18.19%,106.72%,-28.79%,22.40%,209.30%,6.55%,49.62%,0.8,"₹1,443",40,35,45,-21.42%
530299,Kothari Products Ltd,1983,₹500 Cr,Small Cap,Diversified Industrial Goods Wholesale,₹85,1.75%,₹61,₹114,38.64%,-25.45%,₹86,₹85,₹89,-1.42%,-1.05%,-0.63%,17.28%,-52.19%,-12.34%,82.73%,176.96%,4871,2753,2369,4498,3584,8.29%,-38.80%,-47.33%,35.91%,-23.19%,-33.90%,25.51%,1.1,₹83,,-16,,
PPL,Prakash Pipes Ltd,2017,₹918 Cr,Small Cap,Homebuilding & Construction Supplies,₹384,-0.01%,₹365,₹668,5.29%,-42.51%,₹391,₹407,₹446,-1.37%,-0.95%,-3.55%,-7.60%,-13.01%,-22.41%,129.99%,541.13%,34600,62827,60678,81183,82042,-57.38%,-22.61%,-25.26%,-57.83%,-23.42%,-26.04%,-1.05%,0.4,₹384,11,35,25,38.96%
504341,Ravindra Energy Ltd,1980,"₹2,549 Cr",Small Cap,Renewable Energy,₹145,-2.19%,₹66,₹167,120.50%,-13.15%,₹134,₹136,₹127,-1.19%,4.66%,3.98%,24.21%,22.32%,61.65%,187.96%,513.48%,8688,15759,11333,38647,26831,-77.52%,-59.22%,-70.67%,-67.62%,-41.27%,-57.76%,44.04%,0.2,₹148,110,1,2,-12.00%
539255,STAR DELTA TRANSFORMERS LTD,1977,₹217 Cr,Micro Cap,"Machinery, Equipment & Components",₹724,-0.87%,₹482,"₹1,296",50.11%,-44.15%,₹731,₹758,₹779,-1.89%,0.98%,-0.08%,-0.27%,-7.55%,-18.14%,623.99%,930.92%,7821,5928,4226,6547,7421,19.46%,-9.46%,-35.45%,5.39%,-20.12%,-43.05%,-11.77%,1.2,₹730,20,35,45,-21.29%
AIAENG,AIA Engineering Ltd,1991,"₹30,950 Cr",Large Cap,"Machinery, Equipment & Components","₹3,337",-0.52%,"₹3,027","₹4,950",10.24%,-32.58%,"₹3,359","₹3,380","₹3,411",-0.02%,-3.20%,1.15%,5.03%,-7.96%,-21.50%,43.77%,97.11%,17844,16992,48054,62775,57806,-71.57%,-72.93%,-23.45%,-69.13%,-70.60%,-16.87%,8.60%,0.3,"₹3,355",30,113,100,13.14%
504080,JSL Industries Ltd,1966,₹163 Cr,Micro Cap,"Machinery, Equipment & Components","₹1,385",0.00%,"₹1,167","₹2,798",18.68%,-50.50%,"₹1,439","₹1,454","₹1,637",0.01%,2.52%,-10.41%,-4.29%,-4.55%,-25.54%,,,15,20,104,95,123,-84.22%,-78.74%,9.84%,-87.82%,-83.59%,-15.22%,-22.82%,0.2,"₹1,385",25,55,45,22.09%
HAVELLS,Havells India Ltd,1983,"₹97,013 Cr",Large Cap,"Machinery, Equipment & Components","₹1,547",-1.61%,"₹1,381","₹2,106",12.02%,-26.52%,"₹1,545","₹1,547","₹1,587",-1.98%,0.97%,-1.09%,-3.57%,1.90%,-15.29%,28.22%,160.79%,935752,1975658,1273565,991418,1049575,-5.61%,99.28%,28.46%,-10.84%,88.23%,21.34%,-5.54%,0.9,"₹1,573",69,23,25,-9.88%
523395,3M India Ltd,1987,"₹35,677 Cr",Large Cap,Consumer Goods Conglomerates,"₹31,679",0.46%,"₹25,714","₹41,000",23.19%,-22.74%,"₹29,580","₹29,468","₹29,916",1.47%,5.59%,9.75%,6.12%,7.41%,-15.94%,36.54%,45.59%,802,519,315,216,248,270.91%,139.85%,45.77%,223.60%,109.25%,27.18%,-12.76%,3.9,"₹31,534",75,423,100,322.60%
526861,Rishi Laser Ltd,1992,₹130 Cr,Micro Cap,"Machinery, Equipment & Components",₹142,0.89%,₹88,₹178,61.14%,-20.20%,₹144,₹144,₹140,-0.21%,-1.32%,0.75%,2.30%,3.49%,-13.09%,741.83%,1848.28%,6181,8927,7388,12227,11443,-49.45%,-26.99%,-39.58%,-45.98%,-21.98%,-35.43%,6.86%,0.5,₹141,17,9,9,-4.67%
SIEMENS,Siemens Ltd,1957,"₹111,190 Cr",Large Cap,"Machinery, Equipment & Components","₹3,122",-0.68%,"₹2,450","₹4,772",27.42%,-34.58%,"₹3,197","₹3,235","₹3,179",-0.64%,0.37%,-0.64%,7.29%,2.47%,-12.08%,125.09%,430.10%,295195,313926,619509,631605,648680,-53.26%,-50.30%,-1.92%,-54.49%,-51.61%,-4.50%,-2.63%,0.5,"₹3,143",43,73,65,12.51%
532309,Ge Power India Ltd,1992,"₹1,946 Cr",Small Cap,Construction & Engineering,₹290,-2.86%,₹196,₹535,47.96%,-45.79%,₹313,₹295,₹307,-4.68%,-5.57%,-10.37%,17.94%,-1.37%,-40.83%,117.62%,-40.02%,31988,20614,34662,48186,38455,-33.62%,-57.22%,-28.07%,-16.82%,-46.39%,-9.86%,25.31%,0.7,₹299,,-4,,
531215,RTS Power Corporation Ltd,1947,₹153 Cr,Micro Cap,"Machinery, Equipment & Components",₹167,2.24%,₹140,₹402,19.10%,-58.49%,₹164,₹171,₹224,-1.07%,0.85%,0.30%,-13.01%,-36.43%,-21.43%,245.70%,625.22%,11751,6373,6016,7418,9494,58.42%,-14.08%,-18.90%,23.77%,-32.87%,-36.64%,-21.87%,1.6,₹163,44,4,4,9.43%
506734,Mysore Petro Chemicals Ltd,1969,₹84 Cr,Nano Cap,Chemicals,₹127,2.50%,₹117,₹262,8.13%,-51.51%,₹124,₹125,₹144,2.34%,2.50%,3.46%,4.23%,-10.31%,-27.03%,23.72%,164.31%,1493,3277,1627,2100,2372,-28.89%,56.08%,-22.50%,-37.06%,38.15%,-31.41%,-11.49%,0.7,₹124,27,5,4,32.00%
531431,Shakti Pumps (India) Ltd,1995,"₹11,004 Cr",Mid Cap,"Machinery, Equipment & Components",₹917,-0.03%,₹653,"₹1,398",40.51%,-34.42%,₹931,₹923,₹919,0.08%,-1.33%,-4.58%,2.92%,-19.77%,24.25%,1034.01%,3068.63%,17374,37401,45388,100460,79501,-82.71%,-62.77%,-54.82%,-78.15%,-52.95%,-42.91%,26.36%,0.2,₹917,27,34,25,35.88%
TARMAT,Tarmat Ltd,1986,₹139 Cr,Micro Cap,Construction & Engineering,₹58,-2.25%,₹45,₹105,28.05%,-44.74%,₹57,₹56,₹63,-2.97%,-5.73%,5.56%,8.10%,-9.64%,-33.28%,14.31%,92.91%,25372,47576,111047,81858,67497,-69.00%,-41.88%,35.66%,-62.41%,-29.51%,64.52%,21.28%,0.3,₹59,92,1,,
500033,Force Motors Ltd,1958,"₹25,279 Cr",Large Cap,Automobiles & Auto Parts,"₹19,182",11.93%,"₹6,129","₹20,563",212.99%,-6.72%,"₹16,003","₹13,897","₹9,090",9.60%,13.91%,39.62%,115.09%,196.64%,133.30%,1808.74%,2066.98%,74727,20663,17246,15200,10189,391.64%,35.95%,13.46%,633.42%,102.80%,69.26%,49.18%,5.2,"₹17,137",32,608,100,507.71%
531092,Om Infra Ltd,1971,"₹1,196 Cr",Small Cap,Construction & Engineering,₹125,-0.80%,₹94,₹228,32.61%,-45.30%,₹130,₹129,₹135,-0.28%,-2.92%,-2.46%,7.31%,-12.32%,-35.91%,284.27%,807.14%,14028,15098,33568,32315,33991,-56.59%,-53.28%,3.88%,-58.73%,-55.58%,-1.25%,-4.93%,0.4,₹126,35,4,4,1.14%
ASIANTILES,Asian Granito India Ltd,1995,"₹1,357 Cr",Small Cap,Homebuilding & Construction Supplies,₹59,-0.78%,₹39,₹98,49.43%,-40.43%,₹63,₹61,₹59,-2.11%,-6.22%,-11.18%,31.67%,-5.54%,-24.70%,25.95%,-64.48%,369905,196046,201659,831658,775646,-55.52%,-76.43%,-75.75%,-52.31%,-74.72%,-74.00%,7.22%,0.4,₹59,29,2,2,35.33%
515037,Murudeshwar Ceramics Ltd,1983,₹270 Cr,Micro Cap,Homebuilding & Construction Supplies,₹44,-3.75%,₹30,₹71,47.83%,-37.45%,₹45,₹43,₹43,-5.26%,-3.75%,1.63%,27.19%,1.72%,-23.93%,87.92%,171.25%,8360,8032,7230,9509,9016,-12.08%,-15.53%,-23.96%,-7.28%,-10.92%,-19.81%,5.46%,0.9,₹46,28,2,2,6.00%
522108,Yuken India Ltd,1976,"₹1,438 Cr",Small Cap,"Machinery, Equipment & Components","₹1,118",-2.41%,₹718,"₹1,409",55.69%,-20.69%,"₹1,122","₹1,093",₹985,-2.90%,-0.94%,-2.77%,35.97%,15.76%,-16.73%,164.15%,133.27%,313,642,1191,1565,1344,-80.00%,-58.96%,-23.88%,-76.71%,-52.21%,-11.36%,16.45%,0.2,"₹1,145",59,19,15,26.27%
502820,DCM Ltd,1889,₹205 Cr,Micro Cap,Metals & Mining,₹110,-2.53%,₹83,₹142,32.13%,-22.33%,₹111,₹108,₹102,-3.64%,-4.72%,5.52%,6.33%,6.18%,7.82%,120.00%,501.09%,4146,5098,17443,8315,5578,-50.14%,-38.68%,109.78%,-25.68%,-8.61%,212.69%,49.05%,0.5,₹113,9,12,9,30.33%
SUZLON,Suzlon Energy Ltd,1995,"₹89,218 Cr",Large Cap,Renewable Energy,₹65,-1.05%,₹46,₹86,41.47%,-24.12%,₹66,₹65,₹61,-1.94%,-1.46%,1.52%,13.01%,24.29%,6.21%,1037.63%,1516.34%,25857103,33481199,50894983,82515714,71983056,-68.66%,-59.42%,-38.32%,-64.08%,-53.49%,-29.30%,14.63%,0.3,₹66,43,2,2,0.67%
UNIVASTU,Univastu India Ltd,2009,₹329 Cr,Micro Cap,Construction & Engineering,₹274,0.02%,₹164,₹345,67.07%,-20.66%,₹268,₹250,₹251,2.14%,-6.20%,12.68%,0.93%,-2.46%,52.26%,303.45%,690.31%,70210,110546,152678,75631,45366,-7.17%,46.17%,101.87%,54.76%,143.68%,236.55%,66.71%,0.9,₹274,32,9,9,-3.56%
543782,Sealmatic India Ltd,2009,₹507 Cr,Small Cap,"Machinery, Equipment & Components",₹560,-1.56%,₹356,₹720,57.55%,-22.21%,₹582,₹602,₹526,-0.79%,-2.83%,-7.90%,8.99%,13.13%,-17.60%,,,4650,3540,4121,8988,10491,-48.26%,-60.61%,-54.15%,-55.68%,-66.26%,-60.72%,-14.33%,0.5,₹569,32,18,15,17.20%
500510,Larsen and Toubro Ltd,1946,"₹478,300 Cr",Mega Cap,Construction & Engineering,"₹3,478",-0.20%,"₹2,968","₹3,963",17.21%,-12.23%,"₹3,555","₹3,598","₹3,501",0.38%,0.11%,-4.21%,4.16%,0.24%,-3.93%,98.01%,283.61%,40732,64082,74298,121366,111235,-66.44%,-47.20%,-38.78%,-63.38%,-42.39%,-33.21%,9.11%,0.3,"₹3,485",32,109,100,9.28%
523754,Mahindra EPC Irrigation Ltd,1981,₹411 Cr,Micro Cap,"Machinery, Equipment & Components",₹148,-1.40%,₹100,₹165,47.75%,-10.45%,₹147,₹144,₹129,1.55%,-5.23%,1.37%,3.15%,7.51%,-3.81%,39.48%,-5.36%,17642,57180,21846,14279,12460,23.55%,300.44%,52.99%,41.59%,358.92%,75.33%,14.61%,1.2,₹150,28,4,4,6.57%
532716,Gillanders Arbuthnot & Co Ltd,1935,₹271 Cr,Micro Cap,Textiles & Apparel,₹127,-1.43%,₹81,₹150,57.28%,-15.07%,₹134,₹130,₹115,-1.16%,-3.78%,-9.39%,14.95%,7.69%,39.25%,112.33%,347.02%,524,975,7138,7534,4313,-93.04%,-87.06%,-5.26%,-87.85%,-77.39%,65.49%,74.68%,0.1,₹129,10,13,15,-16.53%
DBL,Dilip Buildcon Ltd,2006,"₹7,692 Cr",Mid Cap,Construction & Engineering,₹474,-1.08%,₹363,₹588,30.39%,-19.47%,₹498,₹498,₹465,-2.57%,-4.81%,-5.17%,7.33%,17.40%,-8.25%,101.30%,64.82%,73189,98795,158934,227844,257092,-67.88%,-56.64%,-30.24%,-71.53%,-61.57%,-38.18%,-11.38%,0.3,₹479,9,52,45,14.91%
POWERINDIA,Hitachi Energy India Ltd,2019,"₹88,253 Cr",Large Cap,"Machinery, Equipment & Components","₹19,800",-0.35%,"₹8,801","₹20,699",124.97%,-4.34%,"₹19,429","₹18,623","₹14,428",-1.57%,1.59%,0.84%,41.82%,73.52%,68.51%,526.71%,2170.51%,79718,105075,112662,127912,136825,-37.68%,-17.85%,-11.92%,-41.74%,-23.20%,-17.66%,-6.51%,0.6,"₹19,870",219,90,85,6.31%
ENGINERSIN,Engineers India Ltd,1965,"₹13,197 Cr",Mid Cap,Construction & Engineering,₹234,-2.95%,₹142,₹268,64.21%,-13.00%,₹241,₹228,₹190,-3.60%,-2.71%,-0.75%,31.48%,39.88%,-8.25%,246.52%,246.52%,1843233,2124171,4261769,5449648,4811035,-66.18%,-61.02%,-21.80%,-61.69%,-55.85%,-11.42%,13.27%,0.3,₹241,23,10,9,14.67%
522029,Windsor Machines Ltd,1963,"₹2,974 Cr",Small Cap,"Machinery, Equipment & Components",₹355,0.51%,₹152,₹441,133.17%,-19.53%,₹371,₹367,₹323,2.00%,0.68%,-3.67%,11.40%,9.60%,107.94%,953.94%,2771.66%,6656,8630,12652,18546,16751,-64.11%,-53.47%,-31.78%,-60.27%,-48.48%,-24.47%,10.71%,0.4,₹353,404,1,,
508906,Everest Industries Ltd,1934,₹878 Cr,Small Cap,Homebuilding & Construction Supplies,₹556,-0.55%,₹421,"₹1,260",31.90%,-55.91%,₹564,₹529,₹638,-2.54%,-5.44%,5.31%,7.66%,-12.17%,-53.78%,-4.59%,171.86%,31,303,559,1378,1674,-97.75%,-78.00%,-59.45%,-98.15%,-81.88%,-66.61%,-17.66%,0.0,₹559,,-2,,
530555,Paramount Communications Ltd,1994,"₹1,830 Cr",Small Cap,"Machinery, Equipment & Components",₹60,5.14%,₹45,₹101,33.95%,-40.68%,₹59,₹57,₹63,-0.35%,-0.15%,3.37%,16.92%,-15.21%,-18.33%,443.42%,813.44%,143222,147168,129198,178075,181854,-19.57%,-17.36%,-27.45%,-21.24%,-19.07%,-28.96%,-2.08%,0.8,₹57,21,3,2,90.00%
543598,Shantidoot Infra Services Ltd,2019,₹47 Cr,Nano Cap,Construction & Engineering,₹262,4.99%,₹196,₹349,34.03%,-24.96%,₹232,₹231,₹269,4.99%,15.72%,33.90%,,,15.97%,,,800,533,1000,776,733,3.03%,-31.31%,28.79%,9.09%,-27.27%,36.36%,5.88%,1.0,₹250,9,30,25,18.20%
MTARTECH,MTAR Technologies Ltd,1999,"₹4,659 Cr",Small Cap,"Machinery, Equipment & Components","₹1,514",-0.71%,"₹1,156","₹1,955",31.03%,-22.55%,"₹1,556","₹1,627","₹1,552",-1.23%,-1.52%,-5.52%,6.41%,-4.69%,-20.47%,22.95%,,31562,48841,66528,192859,179521,-83.63%,-74.68%,-65.50%,-82.42%,-72.79%,-62.94%,7.43%,0.2,"₹1,525",88,17,15,14.60%
542580,Aartech Solonics Ltd,1982,₹218 Cr,Micro Cap,"Machinery, Equipment & Components",₹69,0.17%,₹50,₹106,38.58%,-34.23%,₹70,₹66,₹66,-0.42%,-1.41%,-8.77%,19.18%,0.48%,3.63%,689.79%,,5916,10266,29702,51037,29361,-88.41%,-79.89%,-41.80%,-79.85%,-65.04%,1.16%,73.83%,0.1,₹69,80,1,,
504028,GEE Ltd,1960,₹421 Cr,Micro Cap,"Machinery, Equipment & Components",₹162,-3.51%,₹111,₹203,46.61%,-20.16%,₹168,₹157,₹143,0.90%,0.06%,-11.43%,14.00%,23.76%,27.66%,105.19%,630.39%,14221,12754,14463,38216,25976,-62.79%,-66.63%,-62.15%,-45.25%,-50.90%,-44.32%,47.12%,0.4,₹168,63,3,2,71.33%
531120,Patel Engineering Ltd,1949,"₹3,143 Cr",Small Cap,Construction & Engineering,₹39,-0.41%,₹34,₹63,15.69%,-38.01%,₹40,₹41,₹46,-0.41%,-2.50%,-5.46%,-13.13%,-21.38%,-35.32%,89.08%,212.76%,278985,334658,293853,490226,491845,-43.09%,-31.73%,-40.06%,-43.28%,-31.96%,-40.25%,-0.33%,0.6,₹39,14,3,2,92.00%
INOXWIND,Inox Wind Ltd,2009,"₹21,065 Cr",Large Cap,Renewable Energy,₹162,-2.40%,₹130,₹262,24.13%,-38.24%,₹172,₹178,₹177,-2.28%,-3.24%,-7.76%,-7.17%,13.21%,-1.64%,638.97%,1685.43%,7272678,4704350,6026213,7532631,9546409,-3.45%,-37.55%,-20.00%,-23.82%,-50.72%,-36.87%,-21.09%,1.0,₹166,59,3,2,82.00%
